<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
QQQ.US,5,20251028,155000,629.96,630.09,629.58,630.03,177718,0
QQQ.US,5,20251028,155500,630.03,630.19,629.81,629.9071,189191,0
QQQ.US,5,20251028,160000,629.91,630.35,629.83,629.96,269702,0
QQQ.US,5,20251028,160500,629.93,630.4,629.87,630.3513,205943,0
QQQ.US,5,20251028,161000,630.35,630.37,629.905,630.08,166251,0
QQQ.US,5,20251028,161500,630.09,630.27,629.9,630.19,126485,0
QQQ.US,5,20251028,162000,630.2,630.215,629.9499,630.1,128118,0
QQQ.US,5,20251028,162500,630.1001,630.31,630.02,630.155,188941,0
QQQ.US,5,20251028,163000,630.15,630.165,629.66,629.79,230328,0
QQQ.US,5,20251028,163500,629.8,630.385,629.25,630.3,443591,0
QQQ.US,5,20251028,164000,630.31,630.34,629.83,629.94,254631,0
QQQ.US,5,20251028,164500,629.93,630.31,629.86,630.16,249210,0
QQQ.US,5,20251028,165000,630.16,630.31,630.08,630.27,166961,0
QQQ.US,5,20251028,165500,630.26,630.535,630.18,630.52,117075,0
QQQ.US,5,20251028,170000,630.5299,630.985,630.5299,630.72,509165,0
QQQ.US,5,20251028,170500,630.715,631.12,630.69,631.12,299040,0
QQQ.US,5,20251028,171000,631.12,631.165,630.825,630.8599,242724,0
QQQ.US,5,20251028,171500,630.8599,631.04,630.75,630.875,176305,0
QQQ.US,5,20251028,172000,630.8707,631.06,630.72,631.0287,284484,0
QQQ.US,5,20251028,172500,631.03,631.36,631,631.295,400671,0
QQQ.US,5,20251028,173000,631.295,632.58,630.97,631.69,1175771,0
QQQ.US,5,20251028,173500,631.7,631.78,631.26,631.525,485393,0
QQQ.US,5,20251028,174000,631.53,631.88,631.37,631.88,377633,0
QQQ.US,5,20251028,174500,631.88,632.26,631.84,632.0212,410062,0
QQQ.US,5,20251028,175000,632.0217,632.23,631.905,631.92,309929,0
QQQ.US,5,20251028,175500,631.93,631.94,631.61,631.665,226694,0
QQQ.US,5,20251028,180000,631.66,632.13,631.64,631.96,348081,0
QQQ.US,5,20251028,180500,631.965,632.04,631.73,631.76,265528,0
QQQ.US,5,20251028,181000,631.7614,632.38,631.55,632.205,583944,0
QQQ.US,5,20251028,181500,632.21,632.43,631.86,632.155,454917,0
QQQ.US,5,20251028,182000,632.16,632.38,632.06,632.3,228772,0
QQQ.US,5,20251028,182500,632.3,632.3,632.065,632.135,210989,0
QQQ.US,5,20251028,183000,632.14,632.45,632.065,632.41,220110,0
QQQ.US,5,20251028,183500,632.41,632.68,632.38,632.495,398665,0
QQQ.US,5,20251028,184000,632.485,632.69,632.46,632.53,485126,0
QQQ.US,5,20251028,184500,632.53,632.66,632.3,632.6,362302,0
QQQ.US,5,20251028,185000,632.59,632.84,632.57,632.77,435198,0
QQQ.US,5,20251028,185500,632.77,632.87,632.45,632.75,364909,0
QQQ.US,5,20251028,190000,632.76,632.82,632.61,632.8,326830,0
QQQ.US,5,20251028,190500,632.8199,632.93,632.7,632.77,343085,0
QQQ.US,5,20251028,191000,632.78,632.9,632.742,632.87,177259,0
QQQ.US,5,20251028,191500,632.86,633.36,632.8152,633.36,441946,0
QQQ.US,5,20251028,192000,633.35,633.51,633.29,633.4001,426164,0
QQQ.US,5,20251028,192500,633.4025,633.56,633.29,633.45,308459,0
QQQ.US,5,20251028,193000,633.45,633.665,633.42,633.5399,253128,0
QQQ.US,5,20251028,193500,633.5428,633.565,633.39,633.43,156579,0
QQQ.US,5,20251028,194000,633.431,633.57,633.3398,633.5352,380360,0
QQQ.US,5,20251028,194500,633.53,633.6,633.4,633.51,240360,0
QQQ.US,5,20251028,195000,633.51,633.78,633.51,633.6,237377,0
QQQ.US,5,20251028,195500,633.59,633.79,633.4401,633.78,256190,0
QQQ.US,5,20251028,200000,633.775,633.81,633.42,633.62,338074,0
QQQ.US,5,20251028,200500,633.62,634.17,633.6,634.13,540199,0
QQQ.US,5,20251028,201000,634.13,634.2,633.975,634.1001,319769,0
QQQ.US,5,20251028,201500,634.1,634.1,633.79,634.055,420048,0
QQQ.US,5,20251028,202000,634.0555,634.2,634.005,634.17,288364,0
QQQ.US,5,20251028,202500,634.16,634.67,634.075,634.55,527224,0
QQQ.US,5,20251028,203000,634.55,634.68,634.36,634.5347,447680,0
QQQ.US,5,20251028,203500,634.54,634.5699,634.08,634.1303,419257,0
QQQ.US,5,20251028,204000,634.14,634.14,633.5193,633.74,862149,0
QQQ.US,5,20251028,204500,633.74,633.95,633.5,633.53,569160,0
QQQ.US,5,20251028,205000,633.53,633.57,632.98,633.31,1202482,0
QQQ.US,5,20251028,205500,633.32,633.44,632.86,632.92,2466899,0
QQQ.US,5,20251029,143000,635.59,636.22,635.55,635.875,1156766,0
QQQ.US,5,20251029,143500,635.88,635.97,635.31,635.74,719045,0
QQQ.US,5,20251029,144000,635.74,635.88,635.46,635.805,699051,0
QQQ.US,5,20251029,144500,635.81,636.15,635.57,635.96,849795,0
QQQ.US,5,20251029,145000,635.97,636.34,635.61,636.17,725956,0
QQQ.US,5,20251029,145500,636.17,636.835,636.12,636.835,608870,0
QQQ.US,5,20251029,150000,636.85,637.01,635.99,636.08,574143,0
QQQ.US,5,20251029,150500,636.08,636.21,635.64,635.88,651538,0
QQQ.US,5,20251029,151000,635.875,636.38,635.54,636.05,684588,0
QQQ.US,5,20251029,151500,636.04,636.25,635.82,636.13,397285,0
QQQ.US,5,20251029,152000,636.12,636.39,635.96,636.12,553519,0
QQQ.US,5,20251029,152500,636.11,636.34,635.75,636.32,543137,0
QQQ.US,5,20251029,153000,636.32,636.48,636.14,636.47,333934,0
QQQ.US,5,20251029,153500,636.48,636.58,636.34,636.4318,279400,0
QQQ.US,5,20251029,154000,636.4385,636.44,635.71,635.82,468333,0
QQQ.US,5,20251029,154500,635.855,636.1156,635.41,635.44,348341,0
QQQ.US,5,20251029,155000,635.435,635.95,635.03,635.7,522790,0
QQQ.US,5,20251029,155500,635.7,635.765,635.305,635.392,290524,0
QQQ.US,5,20251029,160000,635.42,635.84,635.275,635.2898,257416,0
QQQ.US,5,20251029,160500,635.29,635.61,635.28,635.36,239918,0
QQQ.US,5,20251029,161000,635.38,635.45,634.88,635.3,402129,0
QQQ.US,5,20251029,161500,635.285,635.5825,634.92,635.575,321060,0
QQQ.US,5,20251029,162000,635.57,635.83,635.47,635.69,281410,0
QQQ.US,5,20251029,162500,635.7,635.77,635.265,635.265,234182,0
QQQ.US,5,20251029,163000,635.265,635.39,634.88,634.93,295516,0
QQQ.US,5,20251029,163500,634.94,635.14,634.68,635.03,370119,0
QQQ.US,5,20251029,164000,635.03,635.12,634.72,634.77,251959,0
QQQ.US,5,20251029,164500,634.76,635.11,634.4101,635.0601,551510,0
QQQ.US,5,20251029,165000,635.07,635.14,634.7,635.07,287072,0
QQQ.US,5,20251029,165500,635.07,635.08,634.61,634.88,264365,0
QQQ.US,5,20251029,170000,634.87,634.94,634.26,634.275,469538,0
QQQ.US,5,20251029,170500,634.275,634.68,634.14,634.25,483840,0
QQQ.US,5,20251029,171000,634.25,634.62,634.03,634.53,331844,0
QQQ.US,5,20251029,171500,634.53,634.71,634.46,634.5802,220283,0
QQQ.US,5,20251029,172000,634.59,635.11,634.55,635.0901,298106,0
QQQ.US,5,20251029,172500,635.07,635.285,634.98,635.15,279324,0
QQQ.US,5,20251029,173000,635.15,635.31,635.045,635.06,187672,0
QQQ.US,5,20251029,173500,635.06,635.16,634.92,635.08,192684,0
QQQ.US,5,20251029,174000,635.09,635.37,635.07,635.27,248103,0
QQQ.US,5,20251029,174500,635.27,635.55,635.03,635.045,351808,0
QQQ.US,5,20251029,175000,635.05,635.44,634.92,635.3399,201028,0
QQQ.US,5,20251029,175500,635.33,635.51,635.2,635.27,174268,0
QQQ.US,5,20251029,180000,635.27,635.51,635.21,635.51,167498,0
QQQ.US,5,20251029,180500,635.51,635.54,635.31,635.32,118414,0
QQQ.US,5,20251029,181000,635.33,635.4828,635.22,635.4,125428,0
QQQ.US,5,20251029,181500,635.4,635.59,635.145,635.1907,182634,0
QQQ.US,5,20251029,182000,635.2,635.2045,634.89,634.99,116030,0
QQQ.US,5,20251029,182500,634.96,634.96,634.43,634.66,273283,0
QQQ.US,5,20251029,183000,634.63,634.76,634.5176,634.73,247615,0
QQQ.US,5,20251029,183500,634.73,635,634.7,634.93,240591,0
QQQ.US,5,20251029,184000,634.93,635.335,634.88,635.3,272801,0
QQQ.US,5,20251029,184500,635.295,635.41,635.04,635.28,181493,0
QQQ.US,5,20251029,185000,635.3,635.555,635.21,635.2499,176309,0
QQQ.US,5,20251029,185500,635.24,635.34,634.94,635.3,155160,0
QQQ.US,5,20251029,190000,635.3,636.05,634.42,634.9,716624,0
QQQ.US,5,20251029,190500,634.9,635.36,634.06,634.98,550048,0
QQQ.US,5,20251029,191000,634.985,635.21,634.44,634.5,332360,0
QQQ.US,5,20251029,191500,634.52,635.29,634.26,635.0707,407594,0
QQQ.US,5,20251029,192000,635.09,635.091,634.425,634.81,369266,0
QQQ.US,5,20251029,192500,634.8256,635.12,634.53,635.09,299628,0
QQQ.US,5,20251029,193000,635.1,635.94,634.81,635.59,615150,0
QQQ.US,5,20251029,193500,635.5952,635.68,630.99,631.41,1540732,0
QQQ.US,5,20251029,194000,631.3743,632.4,630.25,630.97,1446302,0
QQQ.US,5,20251029,194500,630.96,632.52,630.56,632.26,1146851,0
QQQ.US,5,20251029,195000,632.28,634.23,632.14,633.76,1044282,0
QQQ.US,5,20251029,195500,633.75,634.57,633.13,633.56,738563,0
QQQ.US,5,20251029,200000,633.58,634.29,631.84,632.12,993425,0
QQQ.US,5,20251029,200500,632.07,634.33,631.99,633.76,675260,0
QQQ.US,5,20251029,201000,633.7454,634.48,633.45,633.83,529359,0
QQQ.US,5,20251029,201500,633.85,634.11,632.83,633.87,551538,0
QQQ.US,5,20251029,202000,633.84,634.73,633.35,633.92,432569,0
QQQ.US,5,20251029,202500,633.9,634.91,633.65,633.74,425533,0
QQQ.US,5,20251029,203000,633.75,634.14,633.04,633.5,407540,0
QQQ.US,5,20251029,203500,633.49,634.25,632.69,634.18,668072,0
QQQ.US,5,20251029,204000,634.18,634.38,633.17,633.82,599335,0
QQQ.US,5,20251029,204500,633.77,634.83,633.74,634.53,643190,0
QQQ.US,5,20251029,205000,634.495,635.9,634.495,635.165,1122950,0
QQQ.US,5,20251029,205500,635.19,635.97,634.9,635.77,1565523,0
QQQ.US,5,20251030,143000,632.17,632.19,630.18,630.185,1358286,0
QQQ.US,5,20251030,143500,630.18,630.18,627.92,628.19,1620992,0
QQQ.US,5,20251030,144000,628.22,629.06,627.76,628.56,1367897,0
QQQ.US,5,20251030,144500,628.56,631.06,628.32,630.5503,1085818,0
QQQ.US,5,20251030,145000,630.53,632.74,630.5,632.37,1096115,0
QQQ.US,5,20251030,145500,632.37,632.61,631.86,632.22,807872,0
QQQ.US,5,20251030,150000,632.185,633.5,631.43,631.6,911759,0
QQQ.US,5,20251030,150500,631.5925,632.94,631.09,631.36,574270,0
QQQ.US,5,20251030,151000,631.41,632,630.62,631.77,786515,0
QQQ.US,5,20251030,151500,631.78,631.85,630.09,630.3409,481928,0
QQQ.US,5,20251030,152000,630.32,631.03,629.32,629.84,550107,0
QQQ.US,5,20251030,152500,629.81,630.319,629.39,629.63,607615,0
QQQ.US,5,20251030,153000,629.62,630.8,629.56,630.35,419443,0
QQQ.US,5,20251030,153500,630.39,630.97,629.54,630.14,435696,0
QQQ.US,5,20251030,154000,630.15,631.52,630.15,631.13,462472,0
QQQ.US,5,20251030,154500,631.121,631.28,630.16,630.53,421383,0
QQQ.US,5,20251030,155000,630.56,630.65,628.88,629.17,468637,0
QQQ.US,5,20251030,155500,629.14,629.78,628.66,629.5614,510215,0
QQQ.US,5,20251030,160000,629.57,630.53,629.56,630.35,359158,0
QQQ.US,5,20251030,160500,630.36,630.63,629.79,630.56,367841,0
QQQ.US,5,20251030,161000,630.5615,630.97,630.4501,630.86,214035,0
QQQ.US,5,20251030,161500,630.88,630.9,630.24,630.61,229921,0
QQQ.US,5,20251030,162000,630.62,631.01,630.44,630.74,275371,0
QQQ.US,5,20251030,162500,630.77,630.825,630.25,630.56,215101,0
QQQ.US,5,20251030,163000,630.55,630.67,629.77,629.92,249379,0
QQQ.US,5,20251030,163500,629.9,630.13,628.96,629.19,290410,0
QQQ.US,5,20251030,164000,629.18,629.19,628.52,629.15,495275,0
QQQ.US,5,20251030,164500,629.13,629.424,628.37,628.63,385786,0
QQQ.US,5,20251030,165000,628.63,629.05,628.548,628.95,196208,0
QQQ.US,5,20251030,165500,628.97,629.5,628.84,628.96,284719,0
QQQ.US,5,20251030,170000,628.98,630.0201,628.83,629.93,260558,0
QQQ.US,5,20251030,170500,629.9101,630.86,629.7299,630.78,365180,0
QQQ.US,5,20251030,171000,630.8,631.48,630.651,631.4,257805,0
QQQ.US,5,20251030,171500,631.41,631.4944,631.13,631.3101,214060,0
QQQ.US,5,20251030,172000,631.34,631.5,630.73,631.34,189592,0
QQQ.US,5,20251030,172500,631.36,631.455,631.0395,631.16,137892,0
QQQ.US,5,20251030,173000,631.19,631.19,630.41,630.4201,285385,0
QQQ.US,5,20251030,173500,630.44,630.54,630.09,630.42,360646,0
QQQ.US,5,20251030,174000,630.44,630.74,630.1,630.68,229852,0
QQQ.US,5,20251030,174500,630.67,630.94,630.5,630.875,183832,0
QQQ.US,5,20251030,175000,630.91,631.07,630.3,630.69,178289,0
QQQ.US,5,20251030,175500,630.69,631.095,630.6601,630.96,200718,0
QQQ.US,5,20251030,180000,630.96,630.96,630.07,630.26,286150,0
QQQ.US,5,20251030,180500,630.24,630.2499,629.39,629.82,309100,0
QQQ.US,5,20251030,181000,629.81,629.81,629.17,629.413,212572,0
QQQ.US,5,20251030,181500,629.4,629.8,629.35,629.68,170408,0
QQQ.US,5,20251030,182000,629.66,630.44,629.38,630.42,266707,0
QQQ.US,5,20251030,182500,630.445,630.9656,630.43,630.65,253667,0
QQQ.US,5,20251030,183000,630.66,630.66,630.05,630.25,169728,0
QQQ.US,5,20251030,183500,630.25,630.2999,629.9,630.2199,131048,0
QQQ.US,5,20251030,184000,630.22,630.38,629.93,630.33,110313,0
QQQ.US,5,20251030,184500,630.34,630.8999,630.32,630.8999,183833,0
QQQ.US,5,20251030,185000,630.9,631,630.38,630.875,140211,0
QQQ.US,5,20251030,185500,630.85,630.98,630.56,630.8185,111809,0
QQQ.US,5,20251030,190000,630.8,630.8,630.47,630.52,118911,0
QQQ.US,5,20251030,190500,630.51,630.5799,629.67,630.06,238072,0
QQQ.US,5,20251030,191000,630.04,630.04,629.25,629.34,142347,0
QQQ.US,5,20251030,191500,629.33,629.48,628.87,629.22,345520,0
QQQ.US,5,20251030,192000,629.2299,629.5299,628.87,629.07,207577,0
QQQ.US,5,20251030,192500,629.06,629.24,628.8001,629.12,189338,0
QQQ.US,5,20251030,193000,629.18,629.7556,629.15,629.3,173412,0
QQQ.US,5,20251030,193500,629.3,629.39,628.65,628.75,257069,0
QQQ.US,5,20251030,194000,628.7643,628.96,628.6,628.83,206893,0
QQQ.US,5,20251030,194500,628.81,629.57,628.7266,629.28,225053,0
QQQ.US,5,20251030,195000,629.28,629.44,629,629.38,178009,0
QQQ.US,5,20251030,195500,629.3653,629.5,628.7301,628.89,386353,0
QQQ.US,5,20251030,200000,628.88,629.0001,628.4,628.5401,341753,0
QQQ.US,5,20251030,200500,628.52,628.52,628.09,628.365,340609,0
QQQ.US,5,20251030,201000,628.32,628.32,627.91,627.96,316203,0
QQQ.US,5,20251030,201500,627.97,628.09,627.2,627.73,567370,0
QQQ.US,5,20251030,202000,627.72,627.72,626.3268,626.95,545219,0
QQQ.US,5,20251030,202500,626.96,627.52,626.96,627.4,289362,0
QQQ.US,5,20251030,203000,627.43,628.245,627.4,627.65,413181,0
QQQ.US,5,20251030,203500,627.67,627.7,626.96,627.08,338712,0
QQQ.US,5,20251030,204000,627.1,627.47,626.76,626.97,379302,0
QQQ.US,5,20251030,204500,626.98,627.425,626.5,627.28,535206,0
QQQ.US,5,20251030,205000,627.27,627.88,626.87,626.94,754940,0
QQQ.US,5,20251030,205500,626.92,626.95,625.94,626.03,2035971,0
QQQ.US,5,20251031,143000,634.17,634.2,632.89,633.22,1206812,0
QQQ.US,5,20251031,143500,633.24,633.56,632.7896,632.88,745221,0
QQQ.US,5,20251031,144000,632.89,633.052,631.9,632.25,771721,0
QQQ.US,5,20251031,144500,632.22,632.585,631.54,632.02,749059,0
QQQ.US,5,20251031,145000,632.02,632.48,631.5,632.0728,655776,0
QQQ.US,5,20251031,145500,632.075,632.27,631.35,631.86,641634,0
QQQ.US,5,20251031,150000,631.8701,632.11,630.9,630.97,775445,0
QQQ.US,5,20251031,150500,630.99,632.17,630.95,631.66,587273,0
QQQ.US,5,20251031,151000,631.64,632.14,631.21,631.4,440943,0
QQQ.US,5,20251031,151500,631.41,632.1,631.285,632.03,519902,0
QQQ.US,5,20251031,152000,632.04,632.17,630.85,631.8,712042,0
QQQ.US,5,20251031,152500,631.8,632.11,631.68,631.97,416979,0
QQQ.US,5,20251031,153000,631.93,632.57,631.78,632.31,528561,0
QQQ.US,5,20251031,153500,632.35,632.99,632.3,632.93,334423,0
QQQ.US,5,20251031,154000,632.94,633.41,632.7301,633.29,433697,0
QQQ.US,5,20251031,154500,633.31,633.73,633.22,633.46,478111,0
QQQ.US,5,20251031,155000,633.44,633.52,633.06,633.23,282422,0
QQQ.US,5,20251031,155500,633.23,633.445,632.93,633.34,296627,0
QQQ.US,5,20251031,160000,633.34,633.5,633.14,633.245,325278,0
QQQ.US,5,20251031,160500,633.25,633.32,632.98,633.2101,384486,0
QQQ.US,5,20251031,161000,633.21,633.57,632.96,633.4352,327577,0
QQQ.US,5,20251031,161500,633.445,633.75,633.42,633.66,381698,0
QQQ.US,5,20251031,162000,633.679,633.695,633.12117,633.17,286742,0
QQQ.US,5,20251031,162500,633.175,633.175,632.52,632.65,399700,0
QQQ.US,5,20251031,163000,632.65,633.075,632.43,632.77,321710,0
QQQ.US,5,20251031,163500,632.75,632.76,631.58,631.74,449825,0
QQQ.US,5,20251031,164000,631.74,631.98,631.13,631.86,584597,0
QQQ.US,5,20251031,164500,631.86,633.13,630.88,631.1,912306,0
QQQ.US,5,20251031,165000,631.12,631.82,630.78,631.32,495215,0
QQQ.US,5,20251031,165500,631.28,631.3,630.55,630.59,433544,0
QQQ.US,5,20251031,170000,630.58,630.61,629.67,630.17,727808,0
QQQ.US,5,20251031,170500,630.17,630.63,629.54,629.58,447846,0
QQQ.US,5,20251031,171000,629.56,629.79,628.97,629.5409,488723,0
QQQ.US,5,20251031,171500,629.53,629.57,628.435,628.44,469922,0
QQQ.US,5,20251031,172000,628.45,629.28,628.28,629.26,550525,0
QQQ.US,5,20251031,172500,629.25,629.9,629.23,629.48,395508,0
QQQ.US,5,20251031,173000,629.48,630.26,629.41,629.84,379484,0
QQQ.US,5,20251031,173500,629.85,630.21,629.65,629.78,263408,0
QQQ.US,5,20251031,174000,629.77,629.83,628.725,628.955,388488,0
QQQ.US,5,20251031,174500,628.95,629.37,628.5,629.2,375850,0
QQQ.US,5,20251031,175000,629.15,629.2,628.215,628.29,297885,0
QQQ.US,5,20251031,175500,628.27,628.72,627.71,628.13,539928,0
QQQ.US,5,20251031,180000,628.12,628.37,627.35,627.46,603891,0
QQQ.US,5,20251031,180500,627.45,628.07,627.08,627.98,656261,0
QQQ.US,5,20251031,181000,627.97,628.16,627.03,627.33,586711,0
QQQ.US,5,20251031,181500,627.31,627.64,626.81,626.98,536380,0
QQQ.US,5,20251031,182000,626.96,627.3,626.7914,627.2,436316,0
QQQ.US,5,20251031,182500,627.21,627.6,626.95,627.19,448860,0
QQQ.US,5,20251031,183000,627.2,628.24,627.14,627.42,452014,0
QQQ.US,5,20251031,183500,627.4101,627.77,626.69,627.38,329139,0
QQQ.US,5,20251031,184000,627.42,628.09,627.08,627.97,419621,0
QQQ.US,5,20251031,184500,627.99,628.6,627.98,628.5,470242,0
QQQ.US,5,20251031,185000,628.49,628.9,628.42,628.49,237536,0
QQQ.US,5,20251031,185500,628.4877,628.4877,627.9801,628.0759,272969,0
QQQ.US,5,20251031,190000,628.11,629.02,628.04,628.87,372910,0
QQQ.US,5,20251031,190500,628.86,629.24,628.55,628.95,351088,0
QQQ.US,5,20251031,191000,628.97,629.35,628.83,629.23,302851,0
QQQ.US,5,20251031,191500,629.24,629.37,628.88,629.07,269522,0
QQQ.US,5,20251031,192000,629.05,629.74,628.98,629.66,229989,0
